Dataset Name,Observation Date,Series Key,Series Display Name,Observation Value,Unit,Observation Status,Observation Status Comment,Sequence No.,Series name
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),28.377714,Million USD,Normal,.......,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.157858025,Million USD,Normal,.......,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4775.909428,Million USD,Normal,.,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2937.312845,Million USD,Normal,.,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6455.056996,Million USD,Normal,.......,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),231.2993141,Million USD,Normal,.......,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),195.1091967,Million USD,Normal,.......,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1679.147568,Million USD,Normal,.......,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),127.9125625,Million USD,Normal,.......,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2137.092531,Million USD,Normal,.......,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),14864.04437,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),12564.0094,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),4096.977799,Million USD,Normal,.,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),8138.1,Million USD,Normal,.,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),8225.194725,Million USD,Normal,.,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),1356.593512,Million USD,Normal,.......,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),6781.550115,Million USD,Normal,.......,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),70.888805,Million USD,Normal,.......,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),16.002448,Million USD,Normal,.......,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.159844308,Million USD,Normal,.......,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4753.669278,Million USD,Normal,.,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2871.456544,Million USD,Normal,.,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6392.301711,Million USD,Normal,.......,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),109.8574466,Million USD,Normal,.......,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),199.3386228,Million USD,Normal,.......,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1638.632433,Million USD,Normal,.......,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),123.625787,Million USD,Normal,.......,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2067.783016,Million USD,Normal,.......,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),15193.62907,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),12891.7693,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),3975.56,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),4445.1,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),4535.72,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),18.82,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),4426.31,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),69.29,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),21.14,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.16,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4714.86,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2903.07,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6392.99,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),186.2,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),92.21,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1678.13,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),126.53,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),1963.67,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),11414.36,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),9159.96,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),4083.35,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),3679.09,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),3765.37,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),18.75,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),3660.33,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),75.39,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),10.74,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.16,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4848.64,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),3041.87,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6314.54,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),142.68,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),246.64,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1465.89,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),134.32,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2061.78,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),10890.6,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-May-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),8527.73,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),4121.08,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),4458.28,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),4559.48,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),153.86,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),4304.41,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),75.39,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),25.66,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.16,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4998.55,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2985,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6315.75,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),189.43,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),106.42,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1317.2,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),124.57,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2184.83,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),11665.56,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),9456.83,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),4115.16,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),4207.97,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),4298.76,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),17.35,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),4190.62,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),75.39,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),15.24,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.16,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4955.59,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),3020.68,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6310.04,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),205.1,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),173.3,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1354.45,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),122.2,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2191.11,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),11434.59,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-23,TS_GP_EXT_PAKRES_M.Z00060,. Total Liquid FX Reserves (19=2+10),9163.57,Million USD,Normal,,19,Total Liquid FX Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),3792.75,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),3864.06,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),3973.8,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),17,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),3847.05,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),74.39,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),35.2,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.16,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4887.17,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2103.12,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6216.95,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-25.49,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),0.91,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-23,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1329.78,Million USD,Normal,,15,Trade Finance from FCA
